date,year,month,week,avg_temperature,avg_pressure,rain,snow,storm
2018-08-30,2018,08,35,21.0,751.0,0.0,0.0,0.0
2018-08-31,2018,08,35,20.0,752.5,0.0,0.0,0.0
2018-09-01,2018,09,35,20.5,756.0,0.0,0.0,0.0
2018-09-02,2018,09,35,21.0,756.0,0.0,0.0,0.0
2018-09-03,2018,09,36,20.0,755.0,0.0,0.0,0.0
2018-09-04,2018,09,36,21.0,754.0,0.0,0.0,0.0
2018-09-05,2018,09,36,23.0,753.5,0.0,0.0,0.0
2018-09-06,2018,09,36,20.5,752.5,0.0,0.0,0.0
2018-09-07,2018,09,36,19.5,752.0,0.0,0.0,0.0
2018-09-08,2018,09,36,20.5,753.0,0.0,0.0,0.0
2018-09-09,2018,09,36,19.0,752.0,0.0,0.0,0.0
2018-09-10,2018,09,37,17.5,754.5,0.0,0.0,0.0
2018-09-11,2018,09,37,19.0,753.0,0.0,0.0,0.0
2018-09-12,2018,09,37,19.5,747.5,0.0,0.0,0.0
2018-09-13,2018,09,37,17.5,748.5,0.0,0.0,0.0
2018-09-14,2018,09,37,16.5,751.0,0.0,0.0,0.0
2018-09-15,2018,09,37,18.5,749.0,0.0,0.0,0.0
2018-09-16,2018,09,37,14.0,744.5,1.0,0.0,0.0
2018-09-17,2018,09,38,17.0,749.0,0.0,0.0,0.0
2018-09-20,2018,09,38,19.0,748.0,0.0,0.0,0.0
2018-09-21,2018,09,38,20.0,751.0,0.0,0.0,0.0
2018-09-22,2018,09,38,21.0,745.0,0.0,0.0,0.0
2018-09-23,2018,09,38,11.5,743.0,0.0,0.0,0.0
2018-09-24,2018,09,39,10.0,738.5,2.0,0.0,0.0
2018-09-25,2018,09,39,8.0,742.5,1.0,0.0,0.0
2018-09-26,2018,09,39,10.5,750.5,0.0,0.0,0.0
2018-09-27,2018,09,39,10.0,738.5,0.0,0.0,0.0
2018-09-28,2018,09,39,11.0,737.5,1.0,0.0,0.0
2018-09-29,2018,09,39,6.5,750.0,0.0,0.0,0.0
2018-09-30,2018,09,39,10.0,751.5,0.0,0.0,0.0
2018-10-01,2018,10,40,11.0,749.5,0.0,0.0,0.0
2018-10-02,2018,10,40,9.5,744.0,1.0,0.0,0.0
2018-10-03,2018,10,40,9.0,736.5,2.0,0.0,0.0
2018-10-04,2018,10,40,6.5,737.5,1.0,0.0,0.0
2018-10-05,2018,10,40,6.5,751.5,0.0,0.0,0.0
2018-10-06,2018,10,40,12.5,748.5,0.0,0.0,0.0
2018-10-07,2018,10,40,15.5,743.5,0.0,0.0,0.0
2018-10-08,2018,10,41,4.0,753.5,0.0,0.0,0.0
2018-10-09,2018,10,41,7.5,755.5,0.0,0.0,0.0
2018-10-10,2018,10,41,12.5,751.0,0.0,0.0,0.0
2018-10-11,2018,10,41,9.5,759.0,0.0,0.0,0.0
2018-10-12,2018,10,41,13.0,759.5,0.0,0.0,0.0
2018-10-13,2018,10,41,13.0,756.5,0.0,0.0,0.0
2018-10-14,2018,10,41,16.0,755.0,0.0,0.0,0.0
2018-10-15,2018,10,42,14.0,756.5,0.0,0.0,0.0
2018-10-16,2018,10,42,14.5,754.5,0.0,0.0,0.0
2018-10-17,2018,10,42,12.0,755.0,0.0,0.0,0.0
2018-10-18,2018,10,42,16.0,751.5,0.0,0.0,0.0
2018-10-19,2018,10,42,14.5,748.0,0.0,0.0,0.0
2018-10-20,2018,10,42,7.5,752.5,0.0,0.0,0.0
2018-10-21,2018,10,42,7.5,755.5,0.0,0.0,0.0
2018-10-22,2018,10,43,7.0,749.0,0.0,0.0,0.0
2018-10-23,2018,10,43,5.5,736.5,0.0,0.0,0.0
2018-10-24,2018,10,43,5.0,725.5,2.0,0.0,0.0
2018-10-25,2018,10,43,3.5,730.5,0.0,0.0,0.0
2018-10-26,2018,10,43,3.0,737.5,0.0,0.0,0.0
2018-10-27,2018,10,43,4.5,744.0,1.0,0.0,0.0
2018-10-28,2018,10,43,5.5,746.5,1.0,0.0,0.0
2018-10-29,2018,10,44,-0.5,762.0,0.0,0.0,0.0
2018-10-30,2018,10,44,0.5,765.5,0.0,0.0,0.0
2018-10-31,2018,10,44,1.5,764.0,0.0,0.0,0.0
2018-11-01,2018,11,44,5.0,764.0,1.0,0.0,0.0
2018-11-02,2018,11,44,8.5,760.0,0.0,0.0,0.0
2018-11-03,2018,11,44,8.0,754.5,2.0,0.0,0.0
2018-11-04,2018,11,44,6.5,757.0,0.0,0.0,0.0
2018-11-05,2018,11,45,3.0,759.0,0.0,0.0,0.0
2018-11-06,2018,11,45,4.0,758.0,0.0,0.0,0.0
2018-11-07,2018,11,45,4.0,753.5,0.0,0.0,0.0
2018-11-08,2018,11,45,3.0,754.0,1.0,0.0,0.0
2018-11-09,2018,11,45,2.0,755.0,1.0,0.0,0.0
2018-11-10,2018,11,45,2.0,759.5,1.0,0.0,0.0
2018-11-11,2018,11,45,-3.5,769.5,0.0,0.0,0.0
2018-11-12,2018,11,46,-3.0,769.0,0.0,0.0,0.0
2018-11-13,2018,11,46,-1.5,762.5,0.0,0.0,0.0
2018-11-14,2018,11,46,0.5,756.5,0.0,0.0,0.0
2018-11-15,2018,11,46,1.0,764.0,0.0,0.0,0.0
2018-11-16,2018,11,46,-1.0,769.5,0.0,0.0,0.0
2018-11-17,2018,11,46,1.0,758.0,0.0,1.0,0.0
2018-11-18,2018,11,46,1.5,752.5,0.0,0.0,0.0
2018-11-19,2018,11,47,1.0,759.0,0.0,0.0,0.0
2018-11-20,2018,11,47,-3.5,755.0,0.0,0.0,0.0
2018-11-21,2018,11,47,-0.5,752.5,0.0,0.0,0.0
2018-11-22,2018,11,47,0.0,745.0,0.0,1.0,0.0
2018-11-23,2018,11,47,-2.0,752.5,0.0,0.0,0.0
2018-11-24,2018,11,47,-1.5,746.0,0.0,0.0,0.0
2018-11-25,2018,11,47,-1.5,745.5,0.0,0.0,0.0
2018-11-26,2018,11,48,-2.5,743.0,0.0,0.0,0.0
2018-11-27,2018,11,48,-3.5,745.0,0.0,2.0,0.0
2018-11-28,2018,11,48,-9.0,757.5,0.0,0.0,0.0
2018-11-29,2018,11,48,-9.0,766.0,0.0,0.0,0.0
2018-11-30,2018,11,48,-9.5,767.0,0.0,0.0,0.0
2018-12-01,2018,12,48,-8.5,761.0,0.0,0.0,0.0
2018-12-02,2018,12,48,-5.0,750.5,0.0,2.0,0.0
2018-12-03,2018,12,49,-4.5,750.5,0.0,1.0,0.0
2018-12-04,2018,12,49,-3.0,750.0,0.0,0.0,0.0
2018-12-05,2018,12,49,-0.5,750.0,0.0,2.0,0.0
2018-12-06,2018,12,49,-1.0,750.0,0.0,0.0,0.0
2018-12-07,2018,12,49,-3.5,749.0,0.0,0.0,0.0
2018-12-08,2018,12,49,-4.0,746.0,0.0,0.0,0.0
2018-12-09,2018,12,49,-3.5,741.0,0.0,2.0,0.0
2018-12-10,2018,12,50,1.0,742.0,0.0,0.0,0.0
2018-12-11,2018,12,50,1.0,745.0,0.0,1.0,0.0
2018-12-12,2018,12,50,0.5,749.5,0.0,0.0,0.0
2018-12-13,2018,12,50,-1.5,753.0,0.0,2.0,0.0
2018-12-14,2018,12,50,-2.0,757.5,0.0,0.0,0.0
2018-12-15,2018,12,50,-6.5,761.5,0.0,0.0,0.0
2018-12-16,2018,12,50,-12.0,764.0,0.0,0.0,0.0
2018-12-17,2018,12,51,-11.5,763.5,0.0,0.0,0.0
2018-12-18,2018,12,51,-11.5,763.5,0.0,2.0,0.0
2018-12-19,2018,12,51,-6.5,762.5,0.0,2.0,0.0
2018-12-20,2018,12,51,-10.0,760.5,0.0,1.0,0.0
2018-12-21,2018,12,51,-8.0,754.0,0.0,1.0,0.0
2018-12-22,2018,12,51,-7.0,747.0,0.0,2.0,0.0
2018-12-23,2018,12,51,-8.0,743.5,0.0,2.0,0.0
2018-12-24,2018,12,52,-9.0,742.0,0.0,2.0,0.0
2018-12-25,2018,12,52,-9.0,746.0,0.0,0.0,0.0
2018-12-26,2018,12,52,-6.5,736.0,0.0,1.0,0.0
2018-12-27,2018,12,52,-7.5,743.5,0.0,1.0,0.0
2018-12-28,2018,12,52,-5.0,746.0,0.0,0.0,0.0
2018-12-29,2018,12,52,-6.5,751.5,0.0,0.0,0.0
2018-12-30,2018,12,52,-2.0,750.0,0.0,0.0,0.0
2018-12-31,2018,12,1,-3.5,754.0,0.0,1.0,0.0
2019-01-01,2019,01,1,-3.0,743.0,0.0,0.0,0.0
2019-01-02,2019,01,1,-3.0,741.0,0.0,2.0,0.0
2019-01-03,2019,01,1,-2.5,746.0,0.0,2.0,0.0
2019-01-04,2019,01,1,-4.5,745.0,0.0,1.0,0.0
2019-01-05,2019,01,1,-6.0,744.0,0.0,0.0,0.0
2019-01-06,2019,01,1,-9.0,753.0,0.0,1.0,0.0
2019-01-07,2019,01,2,-10.5,751.5,0.0,1.0,0.0
2019-01-08,2019,01,2,-7.5,745.0,0.0,1.0,0.0
2019-01-09,2019,01,2,-10.5,749.5,0.0,0.0,0.0
2019-01-10,2019,01,2,-6.5,751.0,0.0,0.0,0.0
2019-01-11,2019,01,2,-10.0,742.0,0.0,1.0,0.0
2019-01-12,2019,01,2,-9.0,731.0,0.0,1.0,0.0
2019-01-13,2019,01,2,-3.0,732.0,0.0,0.0,0.0
2019-01-14,2019,01,3,-1.5,728.0,0.0,1.0,0.0
2019-01-15,2019,01,3,-2.0,729.5,0.0,0.0,0.0
2019-01-16,2019,01,3,-5.5,734.5,0.0,0.0,0.0
2019-01-17,2019,01,3,-3.0,733.5,0.0,1.0,0.0
2019-01-18,2019,01,3,1.5,735.0,0.0,1.0,0.0
2019-01-19,2019,01,3,-5.5,743.5,0.0,0.0,0.0
2019-01-20,2019,01,3,-3.5,742.5,0.0,1.0,0.0
2019-01-21,2019,01,4,-9.5,742.5,0.0,1.0,0.0
2019-01-22,2019,01,4,-14.0,749.5,0.0,0.0,0.0
2019-01-23,2019,01,4,-11.5,751.5,0.0,1.0,0.0
2019-01-24,2019,01,4,-11.0,747.0,0.0,1.0,0.0
2019-01-25,2019,01,4,-12.0,756.5,0.0,0.0,0.0
2019-01-26,2019,01,4,-10.5,744.5,0.0,2.0,0.0
2019-01-27,2019,01,4,-8.5,740.0,0.0,2.0,0.0
2019-01-28,2019,01,5,-7.0,746.0,0.0,0.0,0.0
2019-01-29,2019,01,5,-2.5,746.0,0.0,0.0,0.0
2019-01-30,2019,01,5,-2.0,747.0,0.0,1.0,0.0
2019-01-31,2019,01,5,0.5,747.5,0.0,0.0,0.0
2019-02-01,2019,02,5,-3.0,749.0,0.0,1.0,0.0
2019-02-02,2019,02,5,-4.0,752.0,0.0,1.0,0.0
2019-02-03,2019,02,5,0.5,750.0,0.0,0.0,0.0
2019-02-04,2019,02,6,3.0,749.5,1.0,0.0,0.0
2019-02-05,2019,02,6,-1.5,758.0,0.0,0.0,0.0
2019-02-06,2019,02,6,-1.5,750.0,0.0,0.0,0.0
2019-02-07,2019,02,6,-1.5,751.5,0.0,0.0,0.0
2019-02-08,2019,02,6,1.5,751.5,0.0,0.0,0.0
2019-02-09,2019,02,6,-1.5,750.0,0.0,0.0,0.0
2019-02-10,2019,02,6,-4.0,747.5,0.0,0.0,0.0
2019-02-11,2019,02,7,-0.5,746.5,0.0,0.0,0.0
2019-02-12,2019,02,7,1.0,743.5,1.0,1.0,0.0
2019-02-13,2019,02,7,-1.5,743.0,0.0,1.0,0.0
2019-02-14,2019,02,7,-1.0,753.0,0.0,0.0,0.0
2019-02-15,2019,02,7,2.5,745.0,0.0,0.0,0.0
2019-02-16,2019,02,7,3.0,744.5,0.0,0.0,0.0
2019-02-17,2019,02,7,2.5,735.5,0.0,0.0,0.0
2019-02-18,2019,02,8,-2.5,750.5,0.0,0.0,0.0
2019-02-19,2019,02,8,0.5,744.5,0.0,0.0,0.0
2019-02-20,2019,02,8,2.5,734.5,0.0,0.0,0.0
2019-02-21,2019,02,8,-5.0,737.0,0.0,1.0,0.0
2019-02-22,2019,02,8,-8.0,752.0,0.0,0.0,0.0
2019-02-23,2019,02,8,-5.0,756.5,0.0,1.0,0.0
2019-02-24,2019,02,8,0.5,750.5,0.0,0.0,0.0
2019-02-25,2019,02,9,2.0,739.5,1.0,0.0,0.0
2019-02-26,2019,02,9,1.5,741.0,0.0,1.0,0.0
2019-02-27,2019,02,9,-2.0,741.0,0.0,0.0,0.0
2019-02-28,2019,02,9,2.0,723.5,0.0,0.0,0.0
2019-03-01,2019,03,9,-2.0,730.0,0.0,2.0,0.0
2019-03-02,2019,03,9,-5.5,740.0,0.0,0.0,0.0
2019-03-03,2019,03,9,-2.5,733.5,0.0,0.0,0.0
2019-03-04,2019,03,10,0.0,731.5,0.0,2.0,0.0
2019-03-05,2019,03,10,4.0,726.0,1.0,0.0,0.0
2019-03-06,2019,03,10,-5.5,744.5,0.0,0.0,0.0
2019-03-07,2019,03,10,-1.0,750.5,0.0,0.0,0.0
2019-03-08,2019,03,10,3.0,741.0,0.0,0.0,0.0
2019-03-09,2019,03,10,4.5,740.0,0.0,0.0,0.0
2019-03-10,2019,03,10,4.0,733.5,0.0,0.0,0.0
2019-03-11,2019,03,11,3.0,731.5,0.0,0.0,0.0
2019-03-12,2019,03,11,-1.0,739.5,0.0,0.0,0.0
2019-03-13,2019,03,11,-3.5,745.0,0.0,0.0,0.0
2019-03-14,2019,03,11,1.5,747.5,0.0,0.0,0.0
2019-03-15,2019,03,11,2.5,745.5,0.0,0.0,0.0
2019-03-16,2019,03,11,0.0,740.0,0.0,0.0,0.0
2019-03-17,2019,03,11,1.5,747.0,0.0,0.0,0.0
2019-03-18,2019,03,12,4.5,750.0,0.0,0.0,0.0
2019-03-19,2019,03,12,3.5,751.0,0.0,0.0,0.0
2019-03-20,2019,03,12,3.5,753.0,0.0,0.0,0.0
2019-03-21,2019,03,12,2.5,750.0,0.0,0.0,0.0
2019-03-22,2019,03,12,1.5,742.5,1.0,1.0,0.0
2019-03-23,2019,03,12,3.0,752.0,0.0,0.0,0.0
2019-03-24,2019,03,12,1.0,741.5,0.0,2.0,0.0
2019-03-25,2019,03,13,4.5,740.0,0.0,0.0,0.0
2019-03-26,2019,03,13,4.5,739.5,0.0,0.0,0.0
2019-03-27,2019,03,13,0.5,747.5,0.0,0.0,0.0
2019-03-28,2019,03,13,2.5,752.0,0.0,0.0,0.0
2019-03-29,2019,03,13,3.0,746.0,0.0,0.0,0.0
2019-03-30,2019,03,13,6.5,744.0,0.0,0.0,0.0
2019-03-31,2019,03,13,13.5,740.0,0.0,0.0,0.0
2019-04-01,2019,04,14,2.5,750.5,0.0,0.0,0.0
2019-04-02,2019,04,14,4.5,757.0,0.0,0.0,0.0
2019-04-03,2019,04,14,7.0,755.0,0.0,0.0,0.0
2019-04-04,2019,04,14,8.0,752.5,0.0,0.0,0.0
2019-04-05,2019,04,14,7.0,753.0,0.0,0.0,0.0
2019-04-06,2019,04,14,5.5,755.0,0.0,0.0,0.0
2019-04-07,2019,04,14,6.0,751.5,0.0,0.0,0.0
2019-04-08,2019,04,15,9.5,746.0,0.0,0.0,0.0
2019-04-09,2019,04,15,15.0,744.0,0.0,0.0,0.0
2019-04-10,2019,04,15,9.5,746.5,0.0,0.0,0.0
2019-04-11,2019,04,15,9.5,749.5,0.0,0.0,0.0
2019-04-12,2019,04,15,5.5,752.0,1.0,0.0,0.0
2019-04-13,2019,04,15,6.5,753.5,0.0,0.0,0.0
2019-04-14,2019,04,15,2.0,755.0,0.0,2.0,0.0
2019-04-15,2019,04,16,10.5,756.0,0.0,0.0,0.0
2019-04-16,2019,04,16,10.5,756.0,0.0,0.0,0.0
2019-04-17,2019,04,16,9.5,760.0,0.0,0.0,0.0
2019-04-18,2019,04,16,9.5,757.0,0.0,0.0,0.0
2019-04-19,2019,04,16,9.5,757.5,0.0,0.0,0.0
2019-04-20,2019,04,16,11.0,754.5,0.0,0.0,0.0
2019-04-21,2019,04,16,13.5,756.0,0.0,0.0,0.0
2019-04-22,2019,04,17,15.0,756.5,0.0,0.0,0.0
2019-04-23,2019,04,17,16.0,756.0,0.0,0.0,0.0
2019-04-24,2019,04,17,19.0,755.5,0.0,0.0,0.0
2019-04-25,2019,04,17,21.0,752.5,0.0,0.0,0.0
2019-04-26,2019,04,17,20.5,750.0,0.0,0.0,0.0
2019-04-27,2019,04,17,19.0,742.0,0.0,0.0,0.0
2019-04-28,2019,04,17,9.5,750.0,0.0,0.0,0.0
2019-04-29,2019,04,18,9.0,752.0,0.0,0.0,0.0
2019-04-30,2019,04,18,10.5,749.5,0.0,0.0,0.0
2019-05-01,2019,05,18,14.5,743.5,0.0,0.0,0.0
2019-05-02,2019,05,18,9.0,733.0,0.0,0.0,0.0
2019-05-03,2019,05,18,12.0,736.0,1.0,0.0,0.0
2019-05-04,2019,05,18,12.0,745.0,0.0,0.0,0.0
2019-05-05,2019,05,18,17.5,746.0,0.0,0.0,0.0
2019-05-06,2019,05,19,19.0,744.5,0.0,0.0,0.0
2019-05-07,2019,05,19,21.0,742.0,0.0,0.0,0.0
2019-05-08,2019,05,19,17.0,745.0,1.0,0.0,0.0
2019-05-09,2019,05,19,18.5,746.0,0.0,0.0,0.0
2019-05-10,2019,05,19,21.0,745.5,0.0,0.0,0.0
2019-05-11,2019,05,19,17.0,747.5,0.0,0.0,0.0
2019-05-12,2019,05,19,19.5,755.0,0.0,0.0,0.0
2019-05-13,2019,05,20,19.5,752.5,0.0,0.0,0.0
2019-05-14,2019,05,20,17.5,750.5,0.0,0.0,0.0
2019-05-15,2019,05,20,17.5,750.5,1.0,0.0,0.0
2019-05-16,2019,05,20,15.5,754.5,0.0,0.0,0.0
2019-05-17,2019,05,20,15.5,753.0,0.0,0.0,0.0
2019-05-18,2019,05,20,17.5,749.5,0.0,0.0,0.0
2019-05-19,2019,05,20,19.0,750.0,0.0,0.0,0.0
2019-05-20,2019,05,21,19.0,752.0,0.0,0.0,0.0
2019-05-21,2019,05,21,22.5,748.0,0.0,0.0,0.0
2019-05-22,2019,05,21,23.0,742.5,0.0,0.0,0.0
2019-05-23,2019,05,21,17.5,740.5,0.0,0.0,1.0
2019-05-24,2019,05,21,15.0,746.0,0.0,0.0,0.0
2019-05-25,2019,05,21,18.0,742.0,0.0,0.0,0.0
2019-05-26,2019,05,21,20.5,740.0,0.0,0.0,0.0
2019-05-27,2019,05,22,19.0,744.0,0.0,0.0,0.0
2019-05-28,2019,05,22,25.5,747.0,0.0,0.0,0.0
2019-05-29,2019,05,22,26.5,748.5,0.0,0.0,0.0
2019-05-30,2019,05,22,23.5,750.0,0.0,0.0,0.0
2019-05-31,2019,05,22,21.0,748.5,0.0,0.0,0.0
2019-06-01,2019,06,22,19.5,749.0,0.0,0.0,0.0
2019-06-02,2019,06,22,23.5,746.5,0.0,0.0,0.0
2019-06-03,2019,06,23,18.5,751.5,0.0,0.0,0.0
2019-06-04,2019,06,23,21.0,754.5,0.0,0.0,0.0
2019-06-05,2019,06,23,23.5,753.5,0.0,0.0,0.0
2019-06-06,2019,06,23,26.0,753.5,0.0,0.0,0.0
2019-06-07,2019,06,23,27.5,753.5,0.0,0.0,0.0
2019-06-08,2019,06,23,27.5,753.5,0.0,0.0,0.0
2019-06-09,2019,06,23,27.5,752.5,0.0,0.0,0.0
2019-06-10,2019,06,24,25.0,752.0,0.0,0.0,0.0
2019-06-11,2019,06,24,25.5,752.0,0.0,0.0,0.0
2019-06-12,2019,06,24,20.0,751.5,0.0,0.0,0.0
2019-06-13,2019,06,24,18.0,755.5,0.0,0.0,0.0
2019-06-14,2019,06,24,18.0,748.0,0.0,0.0,1.0
2019-06-15,2019,06,24,18.0,747.0,0.0,0.0,0.0
2019-06-16,2019,06,24,19.5,748.0,0.0,0.0,0.0
2019-06-17,2019,06,25,24.0,746.0,0.0,0.0,0.0
2019-06-18,2019,06,25,23.5,746.0,0.0,0.0,0.0
2019-06-19,2019,06,25,25.0,748.5,0.0,0.0,0.0
2019-06-20,2019,06,25,26.5,749.0,0.0,0.0,0.0
2019-06-21,2019,06,25,27.0,748.5,0.0,0.0,0.0
2019-06-22,2019,06,25,27.5,748.5,0.0,0.0,0.0
2019-06-23,2019,06,25,22.5,752.0,0.0,0.0,0.0
2019-06-24,2019,06,26,23.5,753.5,0.0,0.0,0.0
2019-06-25,2019,06,26,21.0,756.5,0.0,0.0,0.0
2019-06-26,2019,06,26,17.0,750.5,1.0,0.0,0.0
2019-06-27,2019,06,26,14.5,736.5,1.0,0.0,0.0
2019-06-28,2019,06,26,11.5,731.5,2.0,0.0,0.0
2019-06-29,2019,06,26,11.0,738.5,1.0,0.0,0.0
2019-06-30,2019,06,26,16.0,742.0,1.0,0.0,0.0
